,id,name,start_date_local,type,distance,moving_time,elapsed_time,total_elevation_gain,end_latlng,external_id,average_watts,weighted_average_watts,max_watts,average_cadence,suffer_score,average_speed,max_speed,average_temp
283,5015849799,Afternoon Ride,2021-03-26T17:44:34Z,Ride,21544.4,2677,2917,50.0,"[38.88555, -76.978996]",2021-03-26-214434-ELEMNT BOLT 7531-140-0.fit,184.9,222,734,72.8,47.0,8.048,14.2,21
284,5010937686,Quick ride before big weekend,2021-03-25T18:13:20Z,Ride,29102.2,3155,3260,38.0,"[38.885574, -76.979878]",2021-03-25-221319-ELEMNT BOLT 7531-139-0.fit,208.4,230,726,80.9,99.0,9.224,14.8,16
285,5005492104,Evening Activity,2021-03-24T19:53:35Z,WeightTraining,0.0,1020,1020,0,[],garmin_push_6487088222,0,0,0,0,1.0,0.0,0.0,0
286,5005491928,Evening Run,2021-03-24T19:17:20Z,Run,4844.9,1309,1309,11.0,"[38.886206, -76.980003]",garmin_push_6487088033,0,0,0,78.6,42.0,3.701,4.6,0
287,4999183185,Missed miles,2021-03-23T18:40:01Z,Ride,4828.0,600,600,0,[],,0,0,0,0,0,8.047,0,0
288,4999171554,Afternoon Ride,2021-03-23T16:16:23Z,Ride,59810.4,7506,8657,223.0,"[38.886144, -76.981257]",2021-03-23-201623-ELEMNT BOLT 7531-138-0.fit,172.8,188,508,73.0,108.0,7.968,14.1,17
289,4993397741,Afternoon Ride,2021-03-22T16:33:16Z,Ride,71095.7,8697,9220,219.0,"[38.88615, -76.981264]",2021-03-22-203315-ELEMNT BOLT 7531-137-0.fit,172.5,201,813,72.8,160.0,8.175,15.5,15
290,4987957934,Afternoon Ride,2021-03-21T14:40:36Z,Ride,87447.2,10366,11371,310.0,"[38.886142, -76.981215]",2021-03-21-184035-ELEMNT BOLT 7531-136-0.fit,191.3,216,639,77.6,272.0,8.436,14.0,18
291,4979731296,Lunch Run,2021-03-20T12:51:40Z,Run,3230.6,912,924,4.9,"[38.886227, -76.979749]",garmin_push_6462226797,0,0,0,79.1,35.0,3.542,4.1,0
292,4987959789,Afternoon Ride,2021-03-19T17:38:58Z,Ride,31169.9,3765,3944,45.0,"[38.886318, -76.980774]",2021-03-19-213858-ELEMNT BOLT 7531-135-0.fit,187.4,204,609,74.9,70.0,8.279,13.6,8
293,4969981591,Afternoon Run,2021-03-18T17:46:27Z,Run,10459.1,2724,2724,25.3,"[38.880139, -77.031534]",garmin_push_6452683079,0,0,0,79.0,83.0,3.84,5.1,0
294,4964776930,Afternoon Ride,2021-03-17T16:59:26Z,Ride,46503.6,5299,5371,35.0,"[38.886137, -76.981114]",2021-03-17-205926-ELEMNT BOLT 7531-133-0.fit,201.3,218,618,79.8,70.0,8.776,12.5,8
295,4953772310,Evening Activity,2021-03-15T19:00:43Z,WeightTraining,0.0,961,961,0,[],garmin_push_6436575686,0,0,0,0,1.0,0.0,0.0,0
296,4953772426,Afternoon Run,2021-03-15T17:39:05Z,Run,9668.8,2518,2771,2.3,"[38.874322, -77.024727]",garmin_push_6436575537,0,0,0,78.5,83.0,3.84,4.6,0
297,4936065924,Afternoon Ride,2021-03-12T16:08:49Z,Ride,20407.7,2594,2797,249.0,"[40.725815, -75.233115]",2021-03-12-210849-ELEMNT BOLT 7531-132-0.fit,189.7,229,602,73.7,58.0,7.867,16.6,15
298,4931575205,Afternoon Ride,2021-03-11T15:19:21Z,Ride,42662.9,5798,5861,695.0,"[40.726229, -75.232835]",2021-03-11-201921-ELEMNT BOLT 7531-131-0.fit,180.2,232,554,73.6,149.0,7.358,15.7,20
299,4926291721,Afternoon Ride,2021-03-10T16:38:41Z,Ride,31367.0,3885,3946,336.0,"[40.725853, -75.233111]",2021-03-10-213841-ELEMNT BOLT 7531-130-0.fit,201.5,222,588,75.5,71.0,8.074,16.5,12
300,4920899657,Afternoon Ride,2021-03-09T16:09:19Z,Ride,45913.4,5643,5868,515.0,"[40.725781, -75.233106]",2021-03-09-210919-ELEMNT BOLT 7531-129-0.fit,208.7,233,685,75.5,108.0,8.136,16.1,12
301,4915699294,Evening Activity,2021-03-08T18:11:21Z,WeightTraining,0.0,1002,1002,0,[],garmin_push_6398601101,0,0,0,0,1.0,0.0,0.0,0
302,4914941210,Afternoon Run,2021-03-08T17:00:48Z,Run,9665.0,2653,2673,80.4,"[40.725726, -75.233101]",garmin_push_6397909537,0,0,0,77.9,95.0,3.643,4.5,0
303,4895573930,Lunch Run,2021-03-05T12:49:45Z,Run,3371.3,941,943,5.2,"[38.886316, -76.980204]",garmin_push_6378993144,0,0,0,78.2,9.0,3.583,4.3,0
304,4891780898,Afternoon Activity,2021-03-04T17:50:42Z,WeightTraining,0.0,954,954,0,[],garmin_push_6375217586,0,0,0,0,1.0,0.0,0.0,0
305,4891788063,Afternoon Ride,2021-03-04T16:50:12Z,Ride,20743.6,2703,2726,48.0,"[38.886302, -76.980162]",2021-03-04-215011-ELEMNT BOLT 7531-128-0.fit,183.2,201,465,70.4,24.0,7.674,13.2,7
306,4886025603,Afternoon Ride,2021-03-03T15:15:05Z,Ride,56299.2,6519,6623,38.0,"[38.886217, -76.981425]",2021-03-03-201504-ELEMNT BOLT 7531-127-0.fit,208.8,228,626,80.8,109.0,8.636,12.1,13
307,4880172373,Afternoon Run,2021-03-02T17:27:32Z,Run,3218.0,886,895,5.0,"[38.886304, -76.980136]",garmin_push_6363750665,0,0,0,77.8,5.0,3.632,4.1,0
308,4880044107,Watopia,2021-03-02T16:41:44Z,VirtualRide,20021.8,1843,1843,31.0,"[-11.639265, 166.982145]",zwift-activity-761791964960763904.fit,170.2,171,236,73.7,9.0,10.864,13.1,0
309,4874401581,Zwift Academy 2019 Workout #7: VO2max Development,2021-03-01T18:44:28Z,VirtualRide,8643.8,856,856,12.0,"[-11.654673, 166.98509]",zwift-activity-761128801748265088.fit,173.7,187,305,70.9,11.0,10.098,12.5,0
310,4867584127,Lunch Activity,2021-02-28T12:26:22Z,WeightTraining,0.0,1036,1036,0,[],garmin_push_6351475097,0,0,0,0,1.0,0.0,0.0,0
311,4867583624,Lunch Run,2021-02-28T11:54:38Z,Run,3235.1,820,820,18.2,"[38.886312, -76.980522]",garmin_push_6351474578,0,0,0,79.9,18.0,3.945,4.6,0
312,4861794124,Afternoon Ride,2021-02-27T14:13:35Z,Ride,72908.9,8834,9249,312.0,"[38.886289, -76.980542]",2021-02-27-191335-ELEMNT BOLT 7531-126-0.fit,199.6,219,667,74.6,186.0,8.253,13.9,10
313,4855501822,Afternoon Ride,2021-02-26T15:42:00Z,Ride,46187.3,6287,6650,281.0,"[38.886123, -76.981193]",2021-02-26-204159-ELEMNT BOLT 7531-125-0.fit,167.5,199,672,65.9,80.0,7.346,15.5,7
314,4850514163,Evening Activity,2021-02-25T18:11:01Z,WeightTraining,0.0,932,932,0,[],garmin_push_6334725568,0,0,0,0,1.0,0.0,0.0,0
315,4850432425,Afternoon Run,2021-02-25T17:28:35Z,Run,6451.8,1752,1778,36.3,"[38.885564, -76.979491]",garmin_push_6334653063,0,0,0,78.0,50.0,3.683,5.1,0
316,4844732180,Afternoon Ride,2021-02-24T15:37:15Z,Ride,67293.8,7901,8373,49.0,"[38.886224, -76.981408]",2021-02-24-203715-ELEMNT BOLT 7531-124-0.fit,200.4,220,709,76.7,234.0,8.517,13.3,13
317,4839270905,Afternoon Ride,2021-02-23T15:33:03Z,Ride,5750.2,1012,1217,29.0,"[38.885033, -76.996078]",2021-02-23-203303-ELEMNT BOLT 7531-123-0.fit,147.4,153,333,58.9,9.0,5.682,8.2,15
318,4832780236,ZHQ FutureWorks Circuit Race - Anti-sandbagging (B),2021-02-22T18:31:13Z,VirtualRide,17028.6,1356,1376,91.0,"[48.868411, 2.312242]",zwift-activity-756047244108898464.fit,260.5,272,571,84.3,76.0,12.558,16.7,0
319,4832686791,Watopia,2021-02-22T17:59:15Z,VirtualRide,15807.2,1658,1717,26.0,"[-11.641276, 166.997229]",zwift-activity-756032314517361488.fit,150.2,149,215,75.1,9.0,9.534,12.1,0
320,4819464197,Watopia,2021-02-20T09:22:22Z,VirtualRide,161206.0,14244,14244,238.0,"[-11.643036, 166.998627]",zwift-activity-754323064488700576.fit,212.5,214,323,78.9,246.0,11.317,13.5,0
321,4809530905,TDZ Stage 4: Standard Ride,2021-02-18T17:47:19Z,VirtualRide,24404.7,2133,2133,154.0,"[-21.738383, 166.17229]",zwift-activity-753125114790688464.fit,237.9,248,720,86.5,88.0,11.441,18.5,0
322,4809391753,Watopia,2021-02-18T17:17:06Z,VirtualRide,14665.1,1501,1501,25.0,"[-11.646435, 167.00244]",zwift-activity-753111812050676336.fit,159.2,159,219,76.9,5.0,9.77,12.2,0
323,4806568732,Afternoon Activity,2021-02-17T17:38:21Z,WeightTraining,0.0,963,963,0,[],garmin_push_6291222234,0,0,0,0,3.0,0.0,0.0,0
324,4804246117,Zwift Academy Road: Workout 6 | Alternative Sprints,2021-02-17T16:33:15Z,VirtualRide,37786.3,3539,3539,58.0,"[-11.640201, 166.986276]",zwift-activity-752365623065328224.fit,200.7,221,731,82.1,82.0,10.677,15.1,0
325,4798823028,Watopia,2021-02-16T15:59:07Z,VirtualRide,48490.4,4517,4517,72.0,"[-11.649849, 166.999063]",zwift-activity-751623691275309408.fit,201.1,204,368,77.5,79.0,10.735,13.0,0
326,4793682527,Watopia,2021-02-15T17:18:43Z,VirtualRide,45130.7,4221,4221,67.0,"[-11.66201, 166.984678]",zwift-activity-750938924006658032.fit,201.0,201,264,77.5,45.0,10.692,12.5,0
327,4793436674,Watopia,2021-02-15T17:10:14Z,VirtualRide,4030.9,422,422,6.0,"[-11.641315, 166.993616]",zwift-activity-750933906877548048.fit,153.4,152,254,71.8,0.0,9.552,11.3,0
328,4788538962,Watopia,2021-02-14T15:11:59Z,VirtualRide,37892.5,3612,3612,58.0,"[-11.639906, 166.986607]",zwift-activity-750150134779328576.fit,170.4,171,223,72.9,12.0,10.491,12.5,0
329,4782434737,Ice skating,2021-02-13T13:31:45Z,Run,16142.1,4183,4204,23.5,"[38.879318, -77.030444]",garmin_push_6267337574,0,0,0,79.0,134.0,3.859,5.1,0
330,4777671255,Watopia,2021-02-12T18:48:12Z,VirtualRide,39275.6,3611,3611,58.0,"[-11.641263, 166.997103]",zwift-activity-748809384158276000.fit,205.1,206,275,77.5,39.0,10.877,12.8,0
331,4773027928,Zwift Academy Road: Workout 4 | Anaerobic Resilience,2021-02-11T18:10:19Z,VirtualRide,41297.5,3840,3840,63.0,"[-11.649623, 166.998881]",zwift-activity-748065642866513312.fit,202.8,222,557,82.4,116.0,10.755,14.5,0
332,4767930940,Evening Activity,2021-02-10T18:21:51Z,WeightTraining,0.0,949,949,0,[],garmin_push_6252759838,0,0,0,0,2.0,0.0,0.0,0
333,4767833100,TDZ Stage 8: Group Ride,2021-02-10T18:03:19Z,VirtualRide,4997.5,433,499,37.0,"[48.874345, 2.295066]",zwift-activity-747335890563399600.fit,245.2,233,445,89.5,23.0,11.542,16.0,0
334,4767791630,Watopia,2021-02-10T17:31:56Z,VirtualRide,16955.0,1682,1682,26.0,"[-11.640692, 166.988845]",zwift-activity-747320932041107296.fit,168.7,169,220,79.8,23.0,10.08,11.9,0
335,4762889990,Zwift Academy Road: Workout 5 | Primed FTP,2021-02-09T18:23:53Z,VirtualRide,36217.1,3345,3345,54.0,"[-11.638735, 166.97608]",zwift-activity-746623124963209200.fit,205.2,219,374,79.1,58.0,10.827,13.2,0
336,4757656085,Watopia,2021-02-08T17:54:06Z,VirtualRide,48474.2,4570,4599,72.0,"[-11.649648, 166.99876]",zwift-activity-745883257421569552.fit,198.5,199,272,77.1,50.0,10.607,12.5,0
337,4746565179,Lunch Ride,2021-02-06T11:55:09Z,Ride,84104.5,10850,11903,661.0,"[38.885962, -76.980763]",2021-02-06-165509-ELEMNT BOLT 7531-122-0.fit,186.9,200,528,71.9,280.0,7.752,16.7,8
338,4740945946,Afternoon Ride,2021-02-05T16:01:20Z,Ride,44736.4,5870,6319,129.0,"[38.886188, -76.981435]",2021-02-05-210120-ELEMNT BOLT 7531-121-0.fit,184.0,203,671,71.5,114.0,7.621,12.8,9
339,4735921287,Afternoon Run,2021-02-04T17:06:40Z,Run,7188.8,1970,2091,34.3,"[38.885898, -76.980391]",garmin_push_6221008872,0,0,0,77.9,60.0,3.649,5.3,0
340,4730209450,ZHQ FutureWorks Crit City Race - Anti-sandbagging (B),2021-02-03T17:31:14Z,VirtualRide,15911.6,1308,1308,131.0,"[-10.384574, 165.803296]",zwift-activity-742247012808135136.fit,255.8,263,697,83.8,61.0,12.165,16.1,0
341,4730109271,Watopia,2021-02-03T16:55:14Z,VirtualRide,21130.0,2042,2042,32.0,"[-11.642246, 166.991936]",zwift-activity-742229833189054960.fit,176.0,177,244,75.5,19.0,10.348,12.8,0
342,4724888147,TDZ Stage 6: Group Ride,2021-02-02T18:03:22Z,VirtualRide,25558.7,2080,2080,133.0,"[-21.738805, 166.171643]",zwift-activity-741536679352573392.fit,245.8,249,631,83.6,112.0,12.288,16.4,0
343,4724728799,Zwift Academy Road: Workout 5 | Primed FTP,2021-02-02T17:31:48Z,VirtualRide,16194.7,1570,1570,26.0,"[-11.640114, 166.994905]",zwift-activity-741523454673440656.fit,184.8,194,321,79.6,17.0,10.315,12.7,0
344,4719836609,Night Activity,2021-02-01T21:01:45Z,WeightTraining,0.0,900,900,0,[],,0,0,0,0,0,0.0,0,0
345,4719683873,Watopia,2021-02-01T18:44:53Z,VirtualRide,48458.7,4537,4847,72.0,"[-11.649943, 166.999115]",zwift-activity-740835484068904688.fit,198.2,199,348,77.9,75.0,10.681,12.9,0
346,4692984986,Evening Activity,2021-01-27T18:30:19Z,WeightTraining,0.0,1196,1196,0,[],garmin_push_6178797946,0,0,0,0,3.0,0.0,0.0,0
347,4692255432,Ramp Test,2021-01-27T17:39:30Z,VirtualRide,12456.1,1175,1175,20.0,"[-11.653834, 166.992305]",zwift-activity-737178376094852912.fit,210.6,242,393,77.8,36.0,10.601,13.5,0
348,4686857617,Afternoon Activity,2021-01-26T17:37:22Z,VirtualRide,13470.3,1375,1375,20.0,"[-11.649633, 166.996864]",zwift-activity-736452783383659808.fit,161.9,163,212,78.2,4.0,9.797,11.7,0
349,4692984864,Evening Activity,2021-01-25T18:23:54Z,WeightTraining,0.0,931,931,0,[],garmin_push_6178797839,0,0,0,0,3.0,0.0,0.0,0
350,4681497915,Zwift Academy Road: Workout 3 | VO2 Capacity,2021-01-25T17:16:05Z,VirtualRide,37560.0,3607,3627,58.0,"[-11.640901, 166.984614]",zwift-activity-735717365152880064.fit,189.8,207,397,81.6,97.0,10.413,13.3,0
351,4675938435,Watopia,2021-01-24T12:07:33Z,VirtualRide,76094.0,7221,7271,115.0,"[-11.650224, 166.999286]",zwift-activity-734837138033192832.fit,176.5,177,262,81.1,55.0,10.538,12.6,0
352,4670520664,ZHQ FutureWorks Crit City Race - Anti-sandbagging (B),2021-01-23T17:31:14Z,VirtualRide,15983.8,1277,1277,131.0,"[-10.385204, 165.803379]",zwift-activity-734273046952256448.fit,260.4,267,610,82.9,72.0,12.517,16.1,0
353,4670432828,Watopia,2021-01-23T17:11:46Z,VirtualRide,8588.7,879,879,12.0,"[-11.6541, 166.986493]",zwift-activity-734265641937034080.fit,163.5,163,237,77.5,3.0,9.771,12.0,0
354,4670331313,Watopia,2021-01-23T16:52:52Z,VirtualRide,2414.4,287,338,6.0,"[-11.639287, 166.98212]",zwift-activity-734256121110228096.fit,127.5,121,208,69.0,0,8.413,10.2,0
355,4668541145,Morning Run,2021-01-23T09:38:24Z,Run,11283.6,2916,2916,44.5,"[38.896023, -77.06685]",garmin_push_6154628819,0,0,0,80.0,135.0,3.87,5.0,0
356,4668794544,Afternoon Ride,2021-01-22T16:01:37Z,Ride,27228.2,3658,3742,39.0,"[38.886285, -76.980152]",2021-01-22-210137-ELEMNT BOLT 7531-120-0.fit,174.4,202,604,68.1,16.0,7.443,11.5,6
357,4661685034,Watopia,2021-01-22T07:02:37Z,VirtualRide,18554.0,1819,1819,28.0,"[-11.640171, 166.977884]",zwift-activity-733234127108968464.fit,166.8,170,229,73.2,12.0,10.2,12.1,0
358,4659549690,Afternoon Ride,2021-01-21T16:11:46Z,Ride,30140.2,4347,4825,303.0,"[38.886095, -76.981156]",2021-01-21-211146-ELEMNT BOLT 7531-119-0.fit,165.0,192,772,61.2,51.0,6.934,13.7,9
359,4655028871,Night Activity,2021-01-20T21:10:12Z,WeightTraining,0.0,994,994,0,[],garmin_push_6141350964,0,0,0,0,2.0,0.0,0.0,0
360,4654967383,Zwift Academy Road: Workout 7 | VO2 Development,2021-01-20T19:49:07Z,VirtualRide,43050.8,4185,4207,64.0,"[-11.654645, 166.988008]",zwift-activity-732170144041370944.fit,195.0,212,403,82.0,180.0,10.287,13.1,0
361,4649193090,Afternoon Run,2021-01-19T17:20:35Z,Run,4852.7,1302,1312,15.8,"[38.885425, -76.980781]",garmin_push_6135529360,0,0,0,78.5,3.0,3.727,4.3,0
362,4648981660,Afternoon Ride,2021-01-19T15:37:08Z,Ride,28073.7,4387,4871,223.0,"[38.886269, -76.980505]",a61f9b9e-cacd-4466-a0e9-cac91266b3f5.fit,133.7,158,519,56.5,32.0,6.399,14.1,9
363,4631586073,Morning Ride,2021-01-16T10:01:55Z,Ride,94587.8,12695,15185,505.0,"[38.886341, -76.981607]",30d3d612-7a1c-40db-bf32-1bd217543899.fit,161.4,171,696,68.8,190.0,7.451,15.0,6
364,4627225277,Yorkshire,2021-01-15T22:08:43Z,VirtualRide,16660.0,1913,1913,308.0,"[53.978585, -1.573162]",zwift-activity-728616747404249952.fit,195.7,196,396,76.2,45.0,8.709,22.1,0
365,4627171084,Watopia,2021-01-15T21:32:33Z,VirtualRide,17600.9,1792,1792,26.0,"[-11.640362, 166.984055]",zwift-activity-728598232573545824.fit,185.4,186,260,76.5,37.0,9.822,11.6,0
366,4626578653,Afternoon Run,2021-01-15T17:26:41Z,Run,6678.0,1761,1825,34.1,"[38.885891, -76.980419]",garmin_push_6113300652,0,0,0,78.6,61.0,3.792,5.3,0
367,4621574134,Afternoon Ride,2021-01-14T15:42:57Z,Ride,40293.9,5123,5410,37.0,"[38.886677, -76.980728]",2021-01-14-204257-ELEMNT BOLT 7531-116-0.fit,175.3,207,605,71.9,123.0,7.865,11.9,9
368,4617037732,Watopia,2021-01-13T19:26:33Z,VirtualRide,5319.9,654,671,68.0,"[-11.645481, 166.950838]",zwift-activity-727085401057949680.fit,153.8,153,223,72.8,9.0,8.134,16.5,0
369,4616999869,BRT Wednesday Night Crit City  Race (C),2021-01-13T19:02:19Z,VirtualRide,16044.4,1413,1413,129.0,"[-10.382736, 165.801729]",zwift-activity-727072612990822288.fit,230.3,240,580,80.4,70.0,11.355,15.1,0
370,4616914928,Watopia,2021-01-13T18:30:22Z,VirtualRide,18828.5,1805,1805,29.0,"[-11.638637, 166.976065]",zwift-activity-727057446014945600.fit,167.7,168,230,72.7,18.0,10.431,12.7,0
371,4611697121,Zwift Academy Road: Workout 1 | Aerobic Power,2021-01-12T18:12:27Z,VirtualRide,38533.0,3615,3615,58.0,"[-11.641949, 166.993365]",zwift-activity-726323646988783344.fit,196.6,211,426,85.1,114.0,10.659,13.9,0
372,4606177969,Evening Activity,2021-01-11T18:21:20Z,WeightTraining,0.0,1081,1081,0,[],garmin_push_6092965409,0,0,0,0,2.0,0.0,0.0,0
373,4606171742,Afternoon Run,2021-01-11T17:55:17Z,Run,3650.3,1032,1038,10.0,"[38.886152, -76.98076]",garmin_push_6092960226,0,0,0,78.3,25.0,3.537,4.1,0
374,4600881922,Afternoon Ride,2021-01-10T14:30:37Z,Ride,36125.3,4344,4638,35.0,"[38.886099, -76.980735]",725114c9-4f48-43c6-a04a-03696c7f9f10.fit,204.6,215,548,76.3,134.0,8.316,12.5,8
375,4594506391,Lunch Ride,2021-01-09T12:32:30Z,Ride,65218.3,9289,11651,351.0,"[38.886295, -76.980668]",11c47d45-5bfd-4b40-95cc-c356f42a35b8.fit,148.9,164,709,64.2,175.0,7.021,16.3,6
376,4593509816,Lunch Run,2021-01-09T11:04:13Z,Run,5637.3,1537,1542,10.8,"[38.885654, -76.979737]",garmin_push_6080371960,0,0,0,79.5,60.0,3.668,4.2,0
377,4588988919,Watopia,2021-01-08T16:30:18Z,VirtualRide,37490.8,3621,3655,58.0,"[-11.640887, 166.984555]",zwift-activity-723372226849251888.fit,188.8,190,320,76.5,101.0,10.354,12.5,0
378,4584148996,Afternoon Ride,2021-01-07T15:30:39Z,Ride,41341.6,5194,5638,170.0,"[38.886169, -76.981293]",4e25d8c6-3d59-4a24-bb0a-2a357b52a037.fit,195.6,207,601,73.7,137.0,7.959,16.0,5
379,4579547189,Evening Run,2021-01-06T18:21:47Z,Run,5627.0,1508,1508,13.9,"[38.885834, -76.980279]",garmin_push_6066442223,0,0,0,79.0,67.0,3.731,5.0,0
380,4579020409,Afternoon Ride,2021-01-06T15:39:33Z,Ride,19877.1,3069,3578,58.0,"[38.886117, -76.980742]",071a6896-e545-4227-8b6f-043225657a5c.fit,135.6,182,756,58.3,27.0,6.477,13.5,4
381,4574242053,Evening Run,2021-01-05T19:40:50Z,Run,4841.2,1352,1356,12.8,"[38.885357, -76.979601]",garmin_push_6061089430,0,0,0,78.1,75.0,3.581,4.2,0
382,4573441170,Afternoon Ride,2021-01-05T16:12:08Z,Ride,14261.2,1796,1912,45.0,"[38.886311, -76.981657]",ed9135e9-e07f-4ef4-bd52-b91f7db15692.fit,209.4,221,557,68.2,65.0,7.941,11.6,4
383,4568253197,Afternoon Activity,2021-01-04T17:33:06Z,WeightTraining,0.0,1168,1168,0,[],garmin_push_6055177005,0,0,0,0,2.0,0.0,0.0,0
384,4568013155,Afternoon Ride,2021-01-04T15:42:46Z,Ride,31929.3,4209,4479,110.0,"[38.886188, -76.981355]",49298c2f-9442-40d5-926c-15ec4dc511e8.fit,189.8,213,666,70.8,98.0,7.586,12.6,5
385,4556908745,Afternoon Ride,2021-01-02T13:16:28Z,Ride,31135.6,4022,4242,377.0,"[40.725846, -75.233063]",2021-01-02-181539-ELEMNT BOLT 7531-109-0.fit,202.9,225,623,72.6,160.0,7.741,15.7,9
386,4506311113,Watopia,2020-12-22T17:49:16Z,VirtualRide,38620.2,3618,3618,58.0,"[-11.642004, 166.993329]",zwift-activity-711091680211343312.fit,200.7,201,262,85.9,109.0,10.674,12.8,0
387,4502128183,Week off feels like a month,2020-12-21T18:32:05Z,VirtualRide,37594.3,3637,3637,58.0,"[-11.640945, 166.985187]",zwift-activity-710388140731162096.fit,195.1,196,282,83.9,91.0,10.337,12.9,0
388,4469717397,Afternoon Run,2020-12-13T16:14:45Z,Run,4190.5,1123,1156,52.1,"[40.732727, -75.236809]",garmin_push_5953596764,0,0,0,80.2,25.0,3.732,4.7,0
389,4464184877,Lunch Ride,2020-12-12T12:44:45Z,Ride,95177.6,11150,12704,695.0,"[38.886265, -76.981527]",d6965214-30b9-481d-b1d3-42d37821bf17.fit,219.8,222,711,79.5,392.0,8.536,17.2,14
390,4459740987,Afternoon Ride,2020-12-11T15:15:08Z,Ride,43069.7,4825,4990,40.0,"[38.886207, -76.981336]",66f8c3d2-29f9-437e-ae15-053c9dabbde5.fit,218.3,228,539,83.1,219.0,8.926,12.9,12
391,4452471683,Watopia,2020-12-09T18:52:13Z,VirtualRide,19139.4,1827,1915,30.0,"[-11.638502, 166.977395]",zwift-activity-701701049789678608.fit,193.2,192,269,84.7,34.0,10.476,12.8,0
392,4452062315,Afternoon Run,2020-12-09T16:43:07Z,Run,3587.6,986,1005,5.0,"[38.885922, -76.980318]",garmin_push_5935618149,0,0,0,79.7,35.0,3.639,6.2,0
393,4448207938,Watopia,2020-12-08T17:45:37Z,VirtualRide,39305.9,3615,3679,58.0,"[-11.641829, 166.998457]",zwift-activity-700942493976263760.fit,204.4,208,427,87.7,107.0,10.873,13.7,0
394,4443956115,Crit City Race (B),2020-12-07T19:46:15Z,VirtualRide,16104.5,1289,1289,129.0,"[-10.383098, 165.801688]",zwift-activity-700277158865938608.fit,257.3,261,534,84.4,75.0,12.494,16.2,0
395,4443888014,Watopia,2020-12-07T18:42:55Z,VirtualRide,32983.1,3275,3275,51.0,"[-11.641694, 166.998309]",zwift-activity-700245419098003648.fit,175.5,176,291,84.8,42.0,10.071,12.5,0
396,4434425130,Lunch Ride,2020-12-05T12:56:45Z,Ride,69640.0,8588,9304,411.0,"[38.886368, -76.981795]",6bea0679-f551-4dc3-921e-132e4346f43a.fit,212.9,220,738,75.8,174.0,8.109,15.0,6
397,4430294235,ZHQ FutureWorks Crit City Race - Boost mode (B),2020-12-04T18:01:15Z,VirtualRide,15883.3,1312,1312,131.0,"[-10.384587, 165.803438]",zwift-activity-698050686749667776.fit,258.4,264,539,85.1,80.0,12.106,17.6,0
398,4430226599,Watopia,2020-12-04T17:49:51Z,VirtualRide,3834.9,425,531,6.0,"[-11.642237, 166.993047]",zwift-activity-698046019475842160.fit,153.0,142,245,70.6,2.0,9.023,10.6,0
399,4422816700,BRT Wednesday Night Crit City  Race (B),2020-12-02T19:01:28Z,VirtualRide,23718.4,1875,1875,122.0,"[-11.644524, 166.939872]",zwift-activity-696629511939928320.fit,250.8,254,594,90.3,112.0,12.65,17.0,0
400,4422674615,Watopia,2020-12-02T18:22:34Z,VirtualRide,10948.9,1088,1088,18.0,"[-11.658745, 166.984371]",zwift-activity-696612937493350016.fit,177.1,187,486,82.6,16.0,10.063,13.5,0
401,4420265313,Watopia,2020-12-02T07:27:12Z,VirtualRide,28502.9,2718,2718,45.0,"[-11.658022, 166.983176]",zwift-activity-696281544717115936.fit,182.1,183,290,79.3,46.0,10.487,12.9,0
402,4417976026,Watopia,2020-12-01T15:49:31Z,VirtualRide,37267.4,3625,3719,58.0,"[-11.639968, 166.983854]",zwift-activity-695811124698704720.fit,188.0,188,334,79.7,51.0,10.281,12.4,0
403,4413806225,Afternoon Activity,2020-11-30T17:51:53Z,WeightTraining,0.0,1148,1148,0,[],garmin_push_5896617178,0,0,0,0,1.0,0.0,0.0,0
404,4413805874,Afternoon Run,2020-11-30T16:15:00Z,Run,6449.6,1821,1827,26.9,"[38.88543, -76.979255]",garmin_push_5896616853,0,0,0,79.7,88.0,3.542,4.5,0
405,4398818324,Lunch Ride,2020-11-27T12:41:22Z,Ride,48852.6,5854,6397,364.0,"[40.726014, -75.232845]",2020-11-27-174122-ELEMNT BOLT 7531-105-0.fit,212.5,222,605,76.3,139.0,8.345,16.8,12
406,4394471318,Lunch Activity,2020-11-26T12:52:21Z,WeightTraining,0.0,1554,1554,0,[],garmin_push_5877546668,0,0,0,0,2.0,0.0,0.0,0
407,4394276915,Bike fitness <> Run fitness,2020-11-26T11:54:00Z,Run,4989.1,1538,2037,61.6,"[40.730209, -75.236099]",garmin_push_5877357443,0,0,0,79.1,42.0,3.244,4.0,0
408,4390675617,Afternoon Ride,2020-11-25T15:23:06Z,Ride,24764.9,3158,3237,315.0,"[40.725979, -75.232834]",2020-11-25-202306-ELEMNT BOLT 7531-104-0.fit,198.5,228,614,75.3,82.0,7.842,15.0,9
409,4384979268,ZHQ FutureWorks Crit City Race - Boost mode (B),2020-11-24T12:01:16Z,VirtualRide,15863.1,1252,1252,131.0,"[-10.384569, 165.803054]",zwift-activity-690621542046782384.fit,254.9,255,420,87.8,62.0,12.67,15.7,0
410,4384759421,Paris,2020-11-24T10:57:00Z,VirtualRide,24095.5,2423,2482,141.0,"[48.870535, 2.305558]",zwift-activity-690590052655189584.fit,174.1,173,383,80.3,46.0,9.944,14.8,0
