,id,name,start_date_local,type,distance,moving_time,elapsed_time,total_elevation_gain,end_latlng,external_id,average_watts,weighted_average_watts,max_watts,average_cadence,suffer_score,average_speed,max_speed,average_temp
156,5692770516,Evening Run,2021-07-21T19:49:36Z,Run,5402.4,1453,1461,67.5,"[38.908239, -77.084336]",garmin_push_7195555648,0,0,0,77.6,38.0,3.718,6.7,0
157,5660743862,Afternoon Ride,2021-07-20T17:28:49Z,Ride,73689.2,7953,9673,641.0,"[38.908332, -77.0841]",2021-07-20-212849-ELEMNT BOLT 7531-226-0.fit,210.8,228,928,85.4,124.0,9.266,21.0,27
158,5652040556,Morning Ride,2021-07-19T06:38:10Z,Ride,28180.3,3322,3389,48.0,"[38.908222, -77.084579]",2021-07-19-103810-ELEMNT BOLT 7531-225-0.fit,189.3,223,933,79.9,9.0,8.483,12.3,20
159,5650271875,Afternoon Ride,2021-07-18T16:59:34Z,Ride,26158.7,3571,3718,99.0,"[38.908684, -77.084624]",2021-07-18-205934-ELEMNT BOLT 7531-224-0.fit,146.9,181,822,66.7,26.0,7.325,12.7,25
160,5641908168,Missed miles,2021-07-17T10:10:22Z,Ride,8046.7,900,900,0,[],,0,0,0,0,0,8.941,0,0
161,5641816781,Morning Ride,2021-07-17T07:26:37Z,Ride,71001.4,8098,9777,635.0,"[38.908282, -77.084623]",2021-07-17-112637-ELEMNT BOLT 7531-223-0.fit,204.2,216,670,83.7,78.0,8.768,18.1,26
162,5628791215,Afternoon Ride,2021-07-14T17:40:05Z,Ride,36588.6,4508,4564,478.0,"[40.725881, -75.233071]",3221eef5-e142-448d-a564-895359f0246f.fit,193.4,228,572,75.8,105.0,8.116,17.0,27
163,5623386716,Afternoon Ride,2021-07-13T17:31:05Z,Ride,35987.5,4685,4715,465.0,"[40.726006, -75.232843]",f64f90cb-5b3d-496e-a335-107370d20f7e.fit,175.4,229,609,72.7,59.0,7.681,15.1,22
164,5617955801,Afternoon Ride,2021-07-12T17:15:28Z,Ride,45764.5,5576,5576,727.0,"[40.725809, -75.233116]",e3d9323c-e40b-4aad-b7b6-1b21e5fdb893.fit,201.8,227,583,79.7,198.0,8.207,19.1,27
165,5613401565,Afternoon Ride,2021-07-11T17:43:23Z,Ride,27622.0,3424,3424,314.0,"[40.725782, -75.233101]",2021-07-11-214323-ELEMNT BOLT 7531-218-0.fit,186.6,229,556,73.8,56.0,8.067,15.5,25
166,5564253972,Lunch Ride,2021-07-02T11:45:45Z,Ride,54077.0,6229,6787,126.0,"[39.281833, -74.560944]",2021-07-02-154545-ELEMNT BOLT 7531-217-0.fit,198.6,225,564,77.7,122.0,8.681,15.5,20
167,5563700647,Lunch Ride,2021-07-02T11:43:43Z,Ride,0.0,0,0,0.0,"[39.281605, -74.561531]",2021-07-02-154343-ELEMNT BOLT 7531-216-0.fit,0.0,0,0,0,0,0.0,0.0,0
168,5558596132,Morning Activity,2021-07-01T07:28:40Z,WeightTraining,0.0,1981,1981,0,[],garmin_push_7052322145,0,0,0,0,2.0,0.0,0.0,0
169,5555801796,Evening Run,2021-06-30T20:20:57Z,Run,4733.6,1305,1305,55.9,"[40.726146, -75.233044]",garmin_push_7049297485,0,0,0,78.0,38.0,3.627,4.4,0
170,5555801439,Evening Run,2021-06-30T20:19:53Z,Run,132.3,43,43,0.0,"[40.727162, -75.23267]",garmin_push_7049297125,0,0,0,76.1,0.0,3.077,3.6,0
171,5547385571,Afternoon Ride,2021-06-28T17:31:47Z,Ride,34099.2,4423,5090,132.0,"[38.88623, -76.980164]",2021-06-28-213147-ELEMNT BOLT 7531-215-0.fit,159.8,193,571,70.0,52.0,7.71,13.7,31
172,5527324683,Afternoon Activity,2021-06-24T13:57:05Z,WeightTraining,0.0,1172,1172,0,[],garmin_push_7019029945,0,0,0,0,3.0,0.0,0.0,0
173,5524043066,Afternoon Run,2021-06-24T13:40:16Z,Run,2410.6,577,582,4.7,"[38.886164, -76.979033]",garmin_push_7015530058,0,0,0,81.1,10.0,4.178,6.7,0
174,5521355918,Morning Ride,2021-06-24T06:11:26Z,Ride,46276.9,5214,5771,29.0,"[38.886219, -76.980126]",2021-06-24-101126-ELEMNT BOLT 7531-214-0.fit,174.4,216,911,73.9,57.0,8.876,15.0,15
175,5517911014,Lunch Ride,2021-06-23T11:41:25Z,Ride,54973.0,5667,5935,41.0,"[38.886242, -76.980141]",2021-06-23-154125-ELEMNT BOLT 7531-213-0.fit,178.4,218,824,77.2,118.0,9.701,15.6,26
176,5513614637,Afternoon Activity,2021-06-22T17:17:28Z,WeightTraining,0.0,978,978,0,[],garmin_push_7004588078,0,0,0,0,1.0,0.0,0.0,0
177,5513614410,Afternoon Run,2021-06-22T16:35:02Z,Run,5036.8,1531,1620,41.7,"[38.886212, -76.979879]",garmin_push_7004587877,0,0,0,77.1,9.0,3.29,4.0,0
178,5510775881,Evening Activity,2021-06-21T18:04:28Z,WeightTraining,0.0,2874,2874,0,[],garmin_push_7001598741,0,0,0,0,5.0,0.0,0.0,0
179,5503421954,Afternoon Ride,2021-06-20T16:38:17Z,Ride,18716.3,2595,2681,29.0,"[38.885673, -76.979999]",2021-06-20-203817-ELEMNT BOLT 7531-212-0.fit,129.0,139,467,66.6,8.0,7.212,13.6,31
180,5496563894,Morning Ride,2021-06-19T10:43:22Z,Ride,27021.1,3010,7898,111.4,"[38.886217, -76.980173]",0305D025-B71D-4C01-893A-50F104493C86-activity.fit,182.0,0,0,0,0,8.977,15.5,0
181,5495748124,Morning Ride,2021-06-19T09:46:37Z,Ride,25851.0,2754,3375,290.4,"[39.017601, -77.209001]",EA4D1343-894D-45C9-8D36-12DDA0A893B8-activity.fit,228.0,0,0,0,0,9.387,19.6,0
182,5503431494,Morning Ride,2021-06-19T09:46:21Z,Ride,17815.2,1940,1940,200.0,"[39.058384, -77.279358]",2021-06-19-134621-ELEMNT BOLT 7531-211-0.fit,145.7,215,825,71.2,27.0,9.183,19.8,23
183,5495390328,Morning Ride,2021-06-19T07:08:37Z,Ride,64039.9,6800,8129,588.0,"[39.145948, -77.418044]",2021-06-19-110837-ELEMNT BOLT 7531-209-0.fit,192.2,228,836,79.4,120.0,9.418,16.6,21
184,5491460874,Lunch Ride,2021-06-18T11:45:27Z,Ride,74298.1,8530,9562,215.0,"[38.886286, -76.98006]",2021-06-18-154527-ELEMNT BOLT 7531-208-0.fit,172.0,206,862,75.1,122.0,8.71,15.6,29
185,5487778257,Afternoon Ride,2021-06-17T17:31:19Z,Ride,59910.6,6399,6704,39.0,"[38.88621, -76.980145]",2021-06-17-213119-ELEMNT BOLT 7531-207-0.fit,177.4,207,668,79.6,109.0,9.362,13.8,23
186,5487024864,Lunch Ride,2021-06-17T11:46:00Z,Ride,52946.9,5326,5401,39.0,"[38.886108, -76.980797]",2021-06-17-154600-ELEMNT BOLT 7531-206-0.fit,190.8,219,778,79.3,137.0,9.941,15.5,26
187,5510775242,Afternoon Activity,2021-06-16T17:47:49Z,WeightTraining,0.0,2058,2058,0,[],garmin_push_7001598028,0,0,0,0,4.0,0.0,0.0,0
188,5480815681,Lunch Ride,2021-06-16T11:44:38Z,Ride,53620.8,5387,5476,34.0,"[38.886268, -76.980802]",2021-06-16-154438-ELEMNT BOLT 7531-205-0.fit,190.0,218,773,80.6,0,9.954,15.7,27
189,5476804627,Afternoon Ride,2021-06-15T17:17:37Z,Ride,42839.4,5277,5835,157.0,"[38.886242, -76.980143]",2021-06-15-211737-ELEMNT BOLT 7531-204-0.fit,170.5,188,573,73.1,32.0,8.118,15.4,25
190,5475007700,Lunch Ride,2021-06-15T11:44:27Z,Ride,54015.3,5485,5568,37.0,"[38.886129, -76.979723]",2021-06-15-154426-ELEMNT BOLT 7531-203-0.fit,185.1,215,801,80.5,96.0,9.848,15.2,27
191,5471060021,Afternoon Ride,2021-06-14T17:19:57Z,Ride,48227.1,6079,6450,223.0,"[38.886128, -76.979797]",2021-06-14-211957-ELEMNT BOLT 7531-202-0.fit,160.7,187,634,73.9,69.0,7.933,13.9,28
192,5469332019,Lunch Ride,2021-06-14T11:43:48Z,Ride,48690.7,4977,5034,33.0,"[38.88613, -76.980774]",2021-06-14-154347-ELEMNT BOLT 7531-201-0.fit,171.0,209,831,77.5,146.0,9.783,16.0,30
193,5465830000,Easy Ride,2021-06-13T16:57:10Z,Ride,21000.8,2762,2861,35.0,"[38.88628, -76.980348]",2021-06-13-205710-ELEMNT BOLT 7531-200-0.fit,140.2,157,430,68.8,22.0,7.603,14.0,25
194,5464666891,Lunch Activity,2021-06-13T12:42:08Z,WeightTraining,0.0,2700,2700,0,[],,0,0,0,0,0,0.0,0,0
195,5463856821,Afternoon Hike,2021-06-12T15:09:27Z,Hike,6929.9,5982,6181,55.9,"[39.002803, -77.246219]",garmin_push_6951961480,0,0,0,54.9,19.0,1.158,2.3,0
196,5458179426,Morning Ride,2021-06-12T07:02:09Z,Ride,118094.0,13057,19316,1018.0,"[38.88629, -76.980708]",2021-06-12-110209-ELEMNT BOLT 7531-199-0.fit,183.6,219,808,77.4,105.0,9.044,21.9,17
197,5453693658,Afternoon Activity,2021-06-11T17:19:07Z,WeightTraining,0.0,914,914,0,[],garmin_push_6941473299,0,0,0,0,2.0,0.0,0.0,0
198,5453691555,Afternoon Run,2021-06-11T16:47:12Z,Run,5116.2,1351,1376,11.5,"[38.88617, -76.981048]",garmin_push_6941471176,0,0,0,79.0,36.0,3.787,6.4,0
199,5443613362,Evening Activity,2021-06-09T18:22:27Z,WeightTraining,0.0,3656,3656,0,[],garmin_push_6930801821,0,0,0,0,11.0,0.0,0.0,0
200,5443612374,Evening Run,2021-06-09T18:00:48Z,Run,2812.2,851,851,0,[],garmin_push_6930800963,0,0,0,78.0,27.0,3.305,3.7,0
201,5437512952,Afternoon Ride,2021-06-08T16:34:50Z,Ride,36660.8,4813,4951,156.0,"[38.886273, -76.980687]",2021-06-08-203449-ELEMNT BOLT 7531-198-0.fit,149.5,164,543,74.1,0,7.617,19.1,29
202,5431963285,Afternoon Ride,2021-06-07T17:30:45Z,Ride,54143.5,6069,6214,35.0,"[38.886067, -76.980818]",2021-06-07-213045-ELEMNT BOLT 7531-197-0.fit,177.0,191,536,82.8,300.0,8.921,14.5,28
203,5430201345,Lunch Ride,2021-06-07T11:46:42Z,Ride,43688.4,4386,4461,39.0,"[38.886229, -76.981361]",2021-06-07-154641-ELEMNT BOLT 7531-196-0.fit,185.1,210,757,82.3,198.0,9.961,15.2,31
204,5414081998,Afternoon Ride,2021-06-04T16:51:06Z,Ride,21290.8,2771,2820,36.0,"[38.886335, -76.980424]",2021-06-04-205106-ELEMNT BOLT 7531-195-0.fit,158.9,208,761,69.8,31.0,7.683,14.7,28
205,5411864611,Evening Activity,2021-06-03T20:02:01Z,WeightTraining,0.0,2125,2125,0,[],garmin_push_6898028519,0,0,0,0,5.0,0.0,0.0,0
206,5407731192,Lunch Ride,2021-06-03T11:42:31Z,Ride,38656.8,4043,4188,37.0,"[38.886291, -76.980677]",2021-06-03-154231-ELEMNT BOLT 7531-194-0.fit,170.0,205,816,76.0,95.0,9.561,15.2,27
207,5403346350,Afternoon Ride,2021-06-02T16:15:47Z,Ride,53286.4,6715,7145,283.0,"[38.886078, -76.980787]",2021-06-02-201547-ELEMNT BOLT 7531-193-0.fit,167.3,190,747,75.1,76.0,7.935,14.4,27
208,5397821893,Afternoon Ride,2021-06-01T17:42:17Z,Ride,58264.4,7403,7622,298.0,"[38.886222, -76.980723]",2021-06-01-214217-ELEMNT BOLT 7531-192-0.fit,170.4,214,596,74.1,88.0,7.87,17.1,21
209,5390950479,Afternoon Ride,2021-05-31T15:44:56Z,Ride,2684.9,351,351,5.2,"[38.886226, -76.980096]",82E30A72-3173-4C22-9E48-CE619907DF02-activity.fit,124.3,0,0,0,0,7.649,12.0,0
210,5391141833,Lunch Ride,2021-05-31T11:58:51Z,Ride,105613.0,12704,13514,711.0,"[38.887547, -77.007584]",2021-05-31-155851-ELEMNT BOLT 7531-191-0.fit,192.5,215,694,77.3,229.0,8.313,17.2,23
211,5386119248,Easing back into it ,2021-05-30T16:47:40Z,Ride,20787.7,2601,2670,41.0,"[38.886226, -76.980125]",2021-05-30-204740-ELEMNT BOLT 7531-190-0.fit,177.2,198,476,73.4,22.0,7.992,12.3,13
212,5368949602,Afternoon Ride,2021-05-27T15:03:36Z,Ride,4851.1,1386,2009,104.0,"[38.918776, -104.81427]",2021-05-27-210335-ELEMNT BOLT 7531-189-0.fit,72.2,0,0,0,18.0,3.5,10.5,31
213,5368760557,Afternoon Ride,2021-05-27T13:04:55Z,Ride,13383.9,4717,6008,316.0,"[38.924961, -104.857079]",2021-05-27-190455-ELEMNT BOLT 7531-188-0.fit,59.0,0,0,0,56.0,2.837,11.4,30
214,5366558969,Evening Run,2021-05-25T18:10:49Z,Run,2517.2,725,725,35.5,"[39.100718, -104.854267]",garmin_push_6851094332,0,0,0,78.4,0,3.472,4.0,0
215,5352562952,Afternoon Ride,2021-05-24T13:52:50Z,Ride,23502.6,5600,6869,643.0,"[39.089226, -104.91214]",2021-05-24-195250-ELEMNT BOLT 7531-187-0.fit,93.4,0,0,0,121.0,4.197,13.9,29
216,5346531928,Morning Ride,2021-05-23T10:30:38Z,Ride,24961.8,3921,4445,247.8,"[39.100496, -104.854254]",066C325C-8173-4D52-90D6-E334185D8385-activity.fit,91.8,0,0,0,0,6.366,13.9,0
217,5340091310,Morning Hike,2021-05-22T09:18:38Z,Hike,4353.6,3676,3702,0.0,"[38.855746, -104.933972]",garmin_push_6823690660,0,0,0,57.8,2.0,1.184,1.9,0
218,5340090644,Incline,2021-05-22T08:12:10Z,Run,1348.5,1507,1507,497.8,"[38.85835, -104.947491]",garmin_push_6823689954,0,0,0,55.5,0.0,0.895,2.4,0
219,5331526408,Afternoon Ride,2021-05-20T17:45:30Z,Ride,53832.5,5761,6358,38.0,"[38.8862, -76.980071]",2021-05-20-214529-ELEMNT BOLT 7531-185-0.fit,196.2,224,771,83.5,153.0,9.344,15.3,24
220,5329942825,Lunch Ride,2021-05-20T11:46:18Z,Ride,52743.9,5260,5354,30.0,"[38.886163, -76.981243]",2021-05-20-154617-ELEMNT BOLT 7531-184-0.fit,180.4,211,823,81.1,153.0,10.027,15.7,32
221,5328784194,Afternoon Ride,2021-05-19T16:31:59Z,Ride,52297.2,6677,7266,248.0,"[38.886693, -76.980789]",2021-05-19-203159-ELEMNT BOLT 7531-183-0.fit,165.1,191,570,72.5,70.0,7.832,14.4,27
222,5320829550,Afternoon Ride,2021-05-18T17:29:07Z,Ride,54884.4,6535,7115,144.0,"[38.886104, -76.980713]",2021-05-18-212905-ELEMNT BOLT 7531-182-0.fit,178.8,213,637,77.1,106.0,8.399,14.6,23
223,5314649222,Afternoon Ride,2021-05-17T17:28:42Z,Ride,37720.5,4286,4325,45.0,"[38.886081, -76.980791]",2021-05-17-212842-ELEMNT BOLT 7531-181-0.fit,191.4,208,755,82.9,57.0,8.801,13.7,21
224,5314345912,Lunch Ride,2021-05-16T12:45:13Z,Ride,83268.3,10276,11151,666.0,"[38.886262, -76.980138]",2021-05-16-164513-ELEMNT BOLT 7531-180-0.fit,172.5,192,474,74.8,143.0,8.103,16.0,17
225,5314359496,Evening Ride,2021-05-15T18:18:14Z,Ride,27412.9,4115,4295,111.0,"[38.886089, -76.979675]",2021-05-15-221814-ELEMNT BOLT 7531-179-0.fit,113.5,136,502,62.8,26.0,6.662,13.4,20
226,5292700390,Afternoon Ride,2021-05-13T16:45:47Z,Ride,65611.7,7605,8091,190.0,"[38.88623, -76.980148]",2021-05-13-204546-ELEMNT BOLT 7531-178-0.fit,184.3,219,865,74.7,0,8.627,15.1,20
227,5285185396,Lunch Ride,2021-05-12T11:47:30Z,Ride,39536.0,4230,4341,30.0,"[38.886288, -76.98018]",2021-05-12-154729-ELEMNT BOLT 7531-177-0.fit,189.2,220,853,80.3,0,9.347,15.0,18
228,5281466259,Afternoon Ride,2021-05-11T17:32:12Z,Ride,39281.6,4773,5033,157.0,"[38.886282, -76.980127]",2021-05-11-213212-ELEMNT BOLT 7531-176-0.fit,180.5,219,761,73.1,0,8.23,14.4,17
229,5275577832,Afternoon Ride,2021-05-10T17:25:36Z,Ride,18488.8,2586,2665,31.0,"[38.886227, -76.980104]",2021-05-10-212536-ELEMNT BOLT 7531-175-0.fit,133.8,153,510,69.3,0,7.15,12.4,19
230,5270661232,Half Ironman - Run,2021-05-09T15:42:28Z,Run,21101.5,5911,6162,9.8,"[38.874571, -77.026233]",garmin_push_6752237046,0,0,0,78.7,265.0,3.57,4.6,0
231,5270659055,Half Ironman - Bike,2021-05-09T13:01:59Z,Ride,90075.0,8956,8956,3.0,"[38.866524, -77.027405]",2021-05-09-170159-ELEMNT BOLT 7531-173-0.fit,238.4,239,483,94.8,354.0,10.058,13.5,19
232,5270662379,Afternoon Ride,2021-05-08T17:43:24Z,Ride,22857.3,2953,3164,74.0,"[38.886209, -76.98012]",2021-05-08-214324-ELEMNT BOLT 7531-172-0.fit,173.0,187,774,71.8,0,7.74,12.6,14
233,5254156202,Afternoon Ride,2021-05-06T17:40:58Z,Ride,64416.8,6492,6914,37.0,"[38.885676, -76.979012]",2021-05-06-214058-ELEMNT BOLT 7531-170-0.fit,203.0,227,818,81.3,17.0,9.922,15.3,16
234,5248663538,Evening Run,2021-05-05T18:41:25Z,Run,3242.3,810,810,5.3,"[38.886116, -76.980723]",garmin_push_6729573157,0,0,0,80.8,14.0,4.003,5.1,0
235,5248750455,Lunch Ride,2021-05-05T11:08:35Z,Ride,34001.6,4357,26205,278.0,"[38.885409, -76.978981]",2021-05-05-150835-ELEMNT BOLT 7531-169-0.fit,183.3,209,823,70.7,13.0,7.804,15.9,21
236,5248663244,Night Activity,2021-05-04T21:06:40Z,Workout,0.0,1918,1918,0,[],garmin_push_6729572942,0,0,0,59.1,3.0,0.0,0.0,0
237,5243234821,ZHQ FutureWorks Crit City Race - Anti-sandbagging (B),2021-05-04T18:31:15Z,VirtualRide,15910.5,1288,1305,131.0,"[-10.384863, 165.803479]",zwift-activity-807475937895406080.fit,255.4,268,686,85.8,29.0,12.353,17.1,0
238,5243141467,Watopia,2021-05-04T18:05:52Z,VirtualRide,10858.2,1267,1299,17.0,"[-11.659545, 166.985522]",zwift-activity-807470358528239856.fit,124.8,132,389,69.7,3.0,8.57,10.9,0
239,5238251264,Evening Activity,2021-05-03T19:37:48Z,WeightTraining,0.0,1052,1052,0,[],garmin_push_6718761464,0,0,0,0,1.0,0.0,0.0,0
240,5238251073,Evening Run,2021-05-03T18:06:11Z,Run,12884.2,3326,3467,5.0,"[38.880043, -77.03151]",garmin_push_6718761296,0,0,0,80.0,131.0,3.874,5.0,0
241,5226260258,Afternoon Run,2021-05-01T16:56:15Z,Run,4843.6,1147,1147,10.4,"[38.885528, -76.979554]",garmin_push_6706546880,0,0,0,81.2,62.0,4.223,5.2,0
242,5225901939,Afternoon Ride,2021-05-01T13:23:18Z,Ride,69239.1,8191,8510,408.0,"[38.886282, -76.98017]",2021-05-01-172318-ELEMNT BOLT 7531-167-0.fit,197.5,218,573,77.4,24.0,8.453,15.0,21
243,5215691428,Evening Run,2021-04-29T19:20:12Z,Run,3235.7,852,857,9.7,"[38.886158, -76.980741]",garmin_push_6695762151,0,0,0,78.5,25.0,3.798,4.5,0
244,5215491830,Afternoon Ride,2021-04-29T17:03:10Z,Ride,56296.7,6809,7094,202.0,"[38.886021, -76.980761]",2021-04-29-210310-ELEMNT BOLT 7531-166-0.fit,168.3,203,809,73.9,132.0,8.268,17.8,24
245,5210314040,Afternoon Ride,2021-04-28T17:38:22Z,Ride,48506.5,5910,6084,144.0,"[38.886279, -76.980342]",2021-04-28-213822-ELEMNT BOLT 7531-165-0.fit,169.0,198,661,73.2,125.0,8.208,20.4,26
246,5208743769,Lunch Ride,2021-04-28T11:43:57Z,Ride,48892.6,4944,5011,37.0,"[38.886089, -76.980801]",2021-04-28-154357-ELEMNT BOLT 7531-163-0.fit,180.1,213,885,80.1,136.0,9.889,15.7,29
247,5204639645,Afternoon Ride,2021-04-27T17:29:46Z,Ride,48279.5,5061,5153,36.0,"[38.886003, -76.98098]",2021-04-27-212946-ELEMNT BOLT 7531-161-0.fit,210.9,233,687,85.1,148.0,9.54,14.7,24
248,5202039100,Evening Activity,2021-04-25T20:37:54Z,Workout,0.0,2198,2198,0,[],garmin_push_6682006032,0,0,0,57.4,4.0,0.0,0.0,0
249,5193241653,Afternoon Run,2021-04-25T16:54:40Z,Run,9669.8,2678,2877,33.0,"[38.886089, -76.980993]",garmin_push_6672902926,0,0,0,77.7,75.0,3.611,4.4,0
250,5192905813,Afternoon Ride,2021-04-25T15:17:10Z,Ride,26911.3,3240,3255,54.0,"[38.886243, -76.980092]",2021-04-25-191710-ELEMNT BOLT 7531-160-0.fit,190.2,215,715,80.2,36.0,8.306,13.2,18
251,5186341928,Afternoon Ride,2021-04-24T14:03:10Z,Ride,91094.4,11133,11744,662.0,"[38.886201, -76.980148]",2021-04-24-180310-ELEMNT BOLT 7531-159-0.fit,177.5,194,486,77.5,125.0,8.182,16.7,16
252,5179978313,Afternoon Ride,2021-04-23T15:38:14Z,Ride,46804.2,6157,6539,415.0,"[38.886108, -76.980805]",2021-04-23-193814-ELEMNT BOLT 7531-158-0.fit,173.9,213,665,71.0,65.0,7.602,15.1,16
253,5178132095,Evening Activity,2021-04-22T20:32:03Z,Workout,0.0,2223,2223,0,[],garmin_push_6657874841,0,0,0,59.1,3.0,0.0,0.0,0
254,5174880417,Afternoon Ride,2021-04-22T17:40:04Z,Ride,18327.7,2394,2555,51.0,"[38.886273, -76.980072]",2021-04-22-214004-ELEMNT BOLT 7531-157-0.fit,171.6,198,526,74.2,18.0,7.656,12.6,11
255,5169582542,Evening Activity,2021-04-21T19:14:08Z,WeightTraining,0.0,1022,1022,0,[],garmin_push_6649155110,0,0,0,0,3.0,0.0,0.0,0
256,5169582347,Evening Run,2021-04-21T18:24:19Z,Run,8603.7,2276,2319,37.3,"[38.886153, -76.981319]",garmin_push_6649154947,0,0,0,78.3,42.0,3.78,5.2,0
257,5163461478,Afternoon Ride,2021-04-20T17:21:39Z,Ride,46182.4,5228,5320,52.0,"[38.886295, -76.98068]",2021-04-20-212138-ELEMNT BOLT 7531-156-0.fit,191.0,220,681,82.4,62.0,8.834,14.8,21
258,5161422675,Lunch Ride,2021-04-20T11:43:40Z,Ride,37925.6,4084,4183,40.0,"[38.886279, -76.980812]",2021-04-20-154340-ELEMNT BOLT 7531-155-0.fit,182.9,214,684,81.0,115.0,9.286,15.4,24
259,5157511850,Afternoon Ride,2021-04-19T16:59:35Z,Ride,71997.9,8320,8840,317.0,"[38.885899, -76.979251]",2021-04-19-205935-ELEMNT BOLT 7531-154-0.fit,201.7,222,614,81.5,200.0,8.654,14.6,15
260,5152050976,Afternoon Ride,2021-04-18T16:43:40Z,Ride,40913.9,5513,5614,208.0,"[38.885803, -76.97906]",2021-04-18-204340-ELEMNT BOLT 7531-153-0.fit,152.9,185,672,72.5,65.0,7.421,12.4,16
261,5169581735,Evening Activity,2021-04-15T18:09:25Z,WeightTraining,0.0,945,945,0,[],garmin_push_6649154442,0,0,0,0,1.0,0.0,0.0,0
262,5133868577,Afternoon Run,2021-04-15T17:52:16Z,Run,820.1,290,290,4.6,"[40.725971, -75.233015]",garmin_push_6613614447,0,0,0,76.0,1.0,2.828,3.2,0
263,5133868591,Afternoon Run,2021-04-15T17:31:25Z,Run,4606.0,1191,1191,14.7,"[40.726022, -75.233025]",garmin_push_6613614304,0,0,0,79.5,31.0,3.867,4.8,0
264,5128407574,Afternoon Ride,2021-04-14T17:23:52Z,Ride,39358.6,5080,5330,634.0,"[40.725988, -75.232867]",2021-04-14-212351-ELEMNT BOLT 7531-152-0.fit,196.3,227,607,76.1,69.0,7.748,17.8,14
265,5122581450,Afternoon Ride,2021-04-13T17:07:45Z,Ride,57067.5,6915,7147,729.0,"[40.725705, -75.23313]",2021-04-13-210745-ELEMNT BOLT 7531-151-0.fit,192.6,229,579,81.0,35.0,8.253,15.7,16
266,5117159438,Stretch,2021-04-12T21:02:00Z,Workout,0.0,2003,2003,0,[],garmin_push_6597072826,0,0,0,59.1,2.0,0.0,0.0,0
267,5110660633,Afternoon Run,2021-04-11T13:27:29Z,Run,12893.5,3520,3520,115.4,"[40.726296, -75.232698]",garmin_push_6590629267,0,0,0,78.3,159.0,3.663,4.6,0
268,5104371137,Afternoon Ride,2021-04-10T13:17:53Z,Ride,83362.3,9418,10559,992.0,"[40.726399, -75.232795]",2021-04-10-171752-ELEMNT BOLT 7531-150-0.fit,212.8,224,622,85.1,340.0,8.851,20.9,18
269,5093578242,Evening Activity,2021-04-08T19:24:40Z,WeightTraining,0.0,902,902,0,[],garmin_push_6573853186,0,0,0,0,1.0,0.0,0.0,0
270,5093486000,Evening Ride,2021-04-08T18:13:56Z,Ride,13337.4,1765,1840,145.0,"[40.72557, -75.233124]",2021-04-08-221356-ELEMNT BOLT 7531-149-0.fit,160.7,201,483,70.4,17.0,7.557,12.9,18
271,5093121157,Lunch Run,2021-04-08T12:29:29Z,Run,3231.9,841,841,39.1,"[40.726256, -75.232592]",garmin_push_6573485628,0,0,0,78.7,21.0,3.843,4.4,0
272,5087627042,Not easy easy day,2021-04-07T17:28:39Z,Ride,40544.7,4779,4868,476.0,"[40.725559, -75.233122]",2021-04-07-212838-ELEMNT BOLT 7531-148-0.fit,201.9,221,589,78.5,80.0,8.484,17.8,19
273,5082035365,Afternoon Ride,2021-04-06T17:29:15Z,Ride,55091.4,6248,6489,601.0,"[40.725866, -75.233074]",2021-04-06-212915-ELEMNT BOLT 7531-147-0.fit,216.0,228,534,83.2,158.0,8.817,24.1,17
274,5076485320,Afternoon Ride,2021-04-05T16:39:07Z,Ride,61118.6,7398,7830,1018.0,"[40.72581, -75.23308]",2021-04-05-203907-ELEMNT BOLT 7531-146-0.fit,219.5,235,504,81.7,236.0,8.262,19.4,16
275,5069407151,Lunch Ride,2021-04-04T11:48:03Z,Ride,30796.3,3982,4185,340.0,"[40.725964, -75.232841]",2021-04-04-154802-ELEMNT BOLT 7531-145-0.fit,181.2,206,513,75.5,80.0,7.734,14.7,17
276,5093120851,Evening Activity,2021-04-02T19:43:13Z,WeightTraining,0.0,4721,4721,0,[],garmin_push_6573485394,0,0,0,0,9.0,0.0,0.0,0
277,5052204541,Evening Activity,2021-03-31T18:20:02Z,WeightTraining,0.0,1358,1358,0,[],garmin_push_6533311707,0,0,0,0,2.0,0.0,0.0,0
278,5040689466,Afternoon Ride,2021-03-30T17:17:43Z,Ride,52030.7,6593,6977,278.0,"[38.886305, -76.980133]",2021-03-30-211743-ELEMNT BOLT 7531-144-0.fit,177.2,209,693,73.7,122.0,7.892,16.4,17
279,5038514015,First attempt at the noon ride,2021-03-30T11:41:15Z,Ride,38027.2,4120,4330,37.0,"[38.886246, -76.980125]",2021-03-30-154115-ELEMNT BOLT 7531-143-0.fit,189.9,216,843,77.9,117.0,9.23,16.3,20
280,5034304857,Evening Ride,2021-03-29T18:02:58Z,Ride,27987.6,3362,3362,37.0,"[38.886292, -76.980438]",2021-03-29-220258-ELEMNT BOLT 7531-142-0.fit,192.4,216,661,76.4,55.0,8.325,12.5,13
281,5028782442,Afternoon Run,2021-03-28T17:26:39Z,Run,8403.8,2300,2333,25.1,"[38.885938, -76.980459]",garmin_push_6510087287,0,0,0,78.1,109.0,3.654,5.9,0
282,5021218517,Ride cut short in favor of beer ,2021-03-27T11:09:18Z,Ride,93743.6,11230,12221,754.0,"[38.886157, -76.98131]",2021-03-27-150918-ELEMNT BOLT 7531-141-0.fit,190.9,209,593,78.0,250.0,8.348,16.9,22
